Rule: ('2.0', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.502,lift: 1.105
Rule: ('wood frame (5)',) ==> ('', 'otc alterations permit', 'complete', '8')	 , confidence: 0.565,lift: 1.000
Rule: ('', 'wood frame (5)') ==> ('otc alterations permit', 'complete', '8')	 , confidence: 0.565,lift: 1.000
Rule: ('wood frame (5)',) ==> ('5.0', '', '8', 'complete', 'otc alterations permit')	 , confidence: 0.565,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('', 'otc alterations permit', 'complete', '8')	 , confidence: 0.565,lift: 1.000
Rule: ('', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', 'complete', '8')	 , confidence: 0.565,lift: 1.000
Rule: ('5.0', '', 'wood frame (5)') ==> ('otc alterations permit', 'complete', '8')	 , confidence: 0.565,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.567,lift: 0.973
Rule: ('8', '2.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.567,lift: 0.973
Rule: ('8', '2.0', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('otc alterations permit', '2.0', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('8', '2.0', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('', '8', '2.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.567,lift: 0.973
Rule: ('otc alterations permit', '2.0', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('8', '2.0', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('wood frame (5)',)	 , confidence: 0.567,lift: 0.973
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.567,lift: 0.973
Rule: ('8', '2.0', 'St') ==> ('', '5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('', '8', '2.0', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('otc alterations permit', '2.0', 'St') ==> ('5.0', '', 'wood frame (5)')	 , confidence: 0.567,lift: 1.000
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('8', '2.0', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('', '8', '2.0', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('', 'otc alterations permit', '2.0', '8', 'St') ==> ('wood frame (5)',)	 , confidence: 0.567,lift: 0.973
Rule: ('otc alterations permit', '2.0', 'St') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('8', '2.0', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', '5.0', 'wood frame (5)', '8')	 , confidence: 0.567,lift: 1.000
Rule: ('8', '2.0', 'St') ==> ('', '5.0', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.567,lift: 1.000
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('', '8', '2.0', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.567,lift: 1.101
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('', '5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('', 'otc alterations permit', '2.0', '8', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.567,lift: 0.973
Rule: ('8', 'complete') ==> ('5.0', '2.0')	 , confidence: 0.567,lift: 1.176
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '2.0')	 , confidence: 0.567,lift: 1.176
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '', '2.0')	 , confidence: 0.567,lift: 1.000
Rule: ('', 'otc alterations permit', 'complete') ==> ('5.0', '2.0')	 , confidence: 0.567,lift: 1.176
Rule: ('8', 'complete') ==> ('5.0', '', '2.0')	 , confidence: 0.567,lift: 1.000
Rule: ('', '8', 'complete') ==> ('5.0', '2.0')	 , confidence: 0.567,lift: 1.176
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '8', '2.0')	 , confidence: 0.567,lift: 1.375
Rule: ('8', 'complete') ==> ('5.0', 'otc alterations permit', '2.0')	 , confidence: 0.567,lift: 1.375
Rule: ('otc alterations permit', 'complete', '8') ==> ('5.0', '2.0')	 , confidence: 0.567,lift: 1.176
Rule: ('otc alterations permit', 'complete') ==> ('5.0', '', '2.0', '8')	 , confidence: 0.567,lift: 1.000
Rule: ('8', 'complete') ==> ('5.0', '', '2.0', 'otc alterations permit')	 , confidence: 0.567,lift: 1.000
Rule: ('', 'otc alterations permit', 'complete') ==> ('5.0', '8', '2.0')	 , confidence: 0.567,lift: 1.375
Rule: ('', '8', 'complete') ==> ('5.0', 'otc alterations permit', '2.0')	 , confidence: 0.567,lift: 1.375
Rule: ('otc alterations permit', 'complete', '8') ==> ('5.0', '', '2.0')	 , confidence: 0.567,lift: 1.000
Rule: ('', 'otc alterations permit', 'complete', '8') ==> ('5.0', '2.0')	 , confidence: 0.567,lift: 1.176
Rule: ('5.0', 'St') ==> ('complete',)	 , confidence: 0.568,lift: 1.164
Rule: ('5.0', 'St') ==> ('', 'complete')	 , confidence: 0.568,lift: 1.164
Rule: ('5.0', '', 'St') ==> ('complete',)	 , confidence: 0.568,lift: 1.164
Rule: ('5.0',) ==> ('wood frame (5)', 'St')	 , confidence: 0.568,lift: 1.588
Rule: ('5.0',) ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.568,lift: 1.588
Rule: ('', '5.0') ==> ('wood frame (5)', 'St')	 , confidence: 0.568,lift: 1.588
Rule: ('3.0',) ==> ('5.0', '8')	 , confidence: 0.569,lift: 1.019
Rule: ('3.0',) ==> ('5.0', 'otc alterations permit')	 , confidence: 0.569,lift: 1.019
Rule: ('3.0',) ==> ('', '5.0', 'otc alterations permit')	 , confidence: 0.569,lift: 1.000
Rule: ('', '3.0') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.569,lift: 1.019
Rule: ('3.0',) ==> ('', '5.0', '8')	 , confidence: 0.569,lift: 1.019
Rule: ('', '3.0') ==> ('5.0', '8')	 , confidence: 0.569,lift: 1.019
Rule: ('3.0',) ==> ('5.0', '8', 'otc alterations permit')	 , confidence: 0.569,lift: 1.000
Rule: ('3.0',) ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.569,lift: 1.019
Rule: ('', '3.0') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.569,lift: 1.019
Rule: ('5.0', '8', 'St') ==> ('wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', '8', 'St') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', '', '8', 'St') ==> ('wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', '', 'St', 'otc alterations permit') ==> ('wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('8', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.731
Rule: ('5.0', '8', 'St') ==> ('otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.731
Rule: ('5.0', 'otc alterations permit', '8', 'St') ==> ('wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', 'otc alterations permit', 'St') ==> ('', '8', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.000
Rule: ('5.0', '8', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.000
Rule: ('5.0', '', 'St', 'otc alterations permit') ==> ('8', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.731
Rule: ('5.0', '', '8', 'St') ==> ('otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.731
Rule: ('5.0', 'otc alterations permit', '8', 'St') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('5.0', '', 'St', '8', 'otc alterations permit') ==> ('wood frame (5)', 'complete')	 , confidence: 0.570,lift: 1.628
Rule: ('St',) ==> ('5.0',)	 , confidence: 0.571,lift: 0.907
Rule: ('St',) ==> ('', '5.0')	 , confidence: 0.571,lift: 0.907
Rule: ('', 'St') ==> ('5.0',)	 , confidence: 0.571,lift: 0.907
Rule: ('wood frame (5)', 'complete') ==> ('otc alterations permit', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('5.0', '8', 'St')	 , confidence: 0.572,lift: 1.628
Rule: ('5.0', 'wood frame (5)', 'complete') ==> ('8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit', 'St')	 , confidence: 0.572,lift: 1.628
Rule: ('5.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('', '8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('', 'wood frame (5)', 'complete') ==> ('8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('', 'wood frame (5)', 'complete') ==> ('otc alterations permit', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 1.000
Rule: ('', 'wood frame (5)', 'complete') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('5.0', '', '8', 'St')	 , confidence: 0.572,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'complete') ==> ('', '8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('', 'wood frame (5)', 'complete') ==> ('5.0', '8', 'St')	 , confidence: 0.572,lift: 1.628
Rule: ('5.0', '', 'wood frame (5)', 'complete') ==> ('8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('5.0', '', 'St', 'otc alterations permit')	 , confidence: 0.572,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('', 'wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit', 'St')	 , confidence: 0.572,lift: 1.628
Rule: ('5.0', '', 'wood frame (5)', 'complete') ==> ('otc alterations permit', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('wood frame (5)', 'complete') ==> ('5.0', '', 'St', '8', 'otc alterations permit')	 , confidence: 0.572,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 1.000
Rule: ('', 'wood frame (5)', 'complete') ==> ('5.0', 'otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 1.000
Rule: ('5.0', '', 'wood frame (5)', 'complete') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.572,lift: 0.914
Rule: ('8',) ==> ('wood frame (5)',)	 , confidence: 0.572,lift: 0.983
Rule: ('otc alterations permit',) ==> ('wood frame (5)',)	 , confidence: 0.572,lift: 0.983
Rule: ('otc alterations permit',) ==> ('5.0', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('8',) ==> ('5.0', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('8',) ==> ('', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('8',) ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('otc alterations permit',) ==> ('8', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('8', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.572,lift: 0.983
Rule: ('otc alterations permit',) ==> ('', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('otc alterations permit',) ==> ('5.0', '', 'wood frame (5)')	 , confidence: 0.572,lift: 1.000
Rule: ('8',) ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('otc alterations permit',) ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('8', 'otc alterations permit') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('8',) ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('otc alterations permit',) ==> ('', '8', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('8', 'otc alterations permit') ==> ('', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('8',) ==> ('', '5.0', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('otc alterations permit',) ==> ('5.0', '', 'wood frame (5)', '8')	 , confidence: 0.572,lift: 1.000
Rule: ('8',) ==> ('5.0', '', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.572,lift: 1.000
Rule: ('otc alterations permit', '8') ==> ('5.0', '', 'wood frame (5)')	 , confidence: 0.572,lift: 1.000
Rule: ('', '8') ==> ('wood frame (5)',)	 , confidence: 0.572,lift: 0.983
Rule: ('', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.572,lift: 0.983
Rule: ('', 'otc alterations permit') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('', '8') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('', 'otc alterations permit') ==> ('8', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('', '8', 'otc alterations permit') ==> ('wood frame (5)',)	 , confidence: 0.572,lift: 0.983
Rule: ('', '8') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('', 'otc alterations permit') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('', '8') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.572,lift: 1.112
Rule: ('', 'otc alterations permit', '8') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.572,lift: 0.983
Rule: ('complete',) ==> ('5.0', '2.0')	 , confidence: 0.572,lift: 1.186
Rule: ('complete',) ==> ('', '5.0', '2.0')	 , confidence: 0.572,lift: 1.186
Rule: ('', 'complete') ==> ('5.0', '2.0')	 , confidence: 0.572,lift: 1.186
Rule: ('2.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.573,lift: 0.985
Rule: ('2.0', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.573,lift: 0.985
Rule: ('2.0', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.573,lift: 0.985
Rule: ('', '2.0', 'St') ==> ('wood frame (5)',)	 , confidence: 0.573,lift: 0.985
Rule: ('2.0', 'St') ==> ('5.0', '', 'wood frame (5)')	 , confidence: 0.573,lift: 1.000
Rule: ('', '2.0', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.573,lift: 0.985
Rule: ('5.0', '8', '2.0') ==> ('wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('5.0', '8', '2.0') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('', '5.0', '2.0', '8') ==> ('wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('5.0', '', '2.0', 'otc alterations permit') ==> ('wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('8', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.837
Rule: ('5.0', '8', '2.0') ==> ('otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.837
Rule: ('5.0', 'otc alterations permit', '2.0', '8') ==> ('wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('', '8', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.837
Rule: ('5.0', '8', '2.0') ==> ('', 'otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.837
Rule: ('', '5.0', '2.0', 'otc alterations permit') ==> ('8', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.837
Rule: ('', '5.0', '2.0', '8') ==> ('otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.837
Rule: ('5.0', 'otc alterations permit', '2.0', '8') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('', '5.0', '2.0', '8', 'otc alterations permit') ==> ('wood frame (5)', 'St')	 , confidence: 0.578,lift: 1.616
Rule: ('5.0', 'complete') ==> ('8', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0', 'complete') ==> ('otc alterations permit', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0', 'complete') ==> ('', '8', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0', '', 'complete') ==> ('8', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0', 'complete') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0', 'complete') ==> ('', 'otc alterations permit', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0', '', 'complete') ==> ('otc alterations permit', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0', 'complete') ==> ('', 'otc alterations permit', '8', 'St')	 , confidence: 0.579,lift: 1.000
Rule: ('', '5.0', 'complete') ==> ('otc alterations permit', '8', 'St')	 , confidence: 0.579,lift: 0.925
Rule: ('5.0',) ==> ('complete',)	 , confidence: 0.579,lift: 1.186
Rule: ('5.0',) ==> ('', 'complete')	 , confidence: 0.579,lift: 1.186
Rule: ('', '5.0') ==> ('complete',)	 , confidence: 0.579,lift: 1.186
Rule: ('5.0', '2.0') ==> ('complete',)	 , confidence: 0.579,lift: 1.186
Rule: ('5.0', '2.0') ==> ('', 'complete')	 , confidence: 0.579,lift: 1.186
Rule: ('', '5.0', '2.0') ==> ('complete',)	 , confidence: 0.579,lift: 1.186
Rule: ('2.0', 'wood frame (5)') ==> ('complete',)	 , confidence: 0.579,lift: 1.187
Rule: ('2.0', 'wood frame (5)') ==> ('', 'complete')	 , confidence: 0.579,lift: 1.187
Rule: ('', '2.0', 'wood frame (5)') ==> ('complete',)	 , confidence: 0.579,lift: 1.187
Rule: ('2.0', 'wood frame (5)') ==> ('5.0', 'complete')	 , confidence: 0.579,lift: 1.589
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('complete',)	 , confidence: 0.579,lift: 1.187
Rule: ('2.0', 'wood frame (5)') ==> ('', '5.0', 'complete')	 , confidence: 0.579,lift: 1.589
Rule: ('', '2.0', 'wood frame (5)') ==> ('5.0', 'complete')	 , confidence: 0.579,lift: 1.589
Rule: ('5.0', '2.0', 'wood frame (5)') ==> ('', 'complete')	 , confidence: 0.579,lift: 1.187
Rule: ('', '5.0', '2.0', 'wood frame (5)') ==> ('complete',)	 , confidence: 0.579,lift: 1.187
Rule: ('5.0', '2.0') ==> ('wood frame (5)', 'St')	 , confidence: 0.582,lift: 1.625
Rule: ('5.0', '2.0') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.582,lift: 1.625
Rule: ('5.0', '', '2.0') ==> ('wood frame (5)', 'St')	 , confidence: 0.582,lift: 1.625
Rule: ('',) ==> ('wood frame (5)',)	 , confidence: 0.582,lift: 1.000
Rule: ('',) ==> ('5.0', 'wood frame (5)')	 , confidence: 0.582,lift: 1.000
Rule: ('2.0',) ==> ('5.0', 'otc alterations permit')	 , confidence: 0.583,lift: 1.045
Rule: ('2.0',) ==> ('5.0', '8')	 , confidence: 0.583,lift: 1.045
Rule: ('2.0',) ==> ('', '5.0', 'otc alterations permit')	 , confidence: 0.583,lift: 1.000
Rule: ('', '2.0') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.583,lift: 1.045
Rule: ('2.0',) ==> ('', '5.0', '8')	 , confidence: 0.583,lift: 1.045
Rule: ('', '2.0') ==> ('5.0', '8')	 , confidence: 0.583,lift: 1.045
Rule: ('2.0',) ==> ('5.0', '8', 'otc alterations permit')	 , confidence: 0.583,lift: 1.000
Rule: ('2.0',) ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.583,lift: 1.045
Rule: ('', '2.0') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.583,lift: 1.045
Rule: ('5.0', '8', 'complete') ==> ('wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', '8', 'complete') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', '', 'complete', '8') ==> ('wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', '', 'complete', 'otc alterations permit') ==> ('wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('8', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.855
Rule: ('5.0', '8', 'complete') ==> ('otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.855
Rule: ('5.0', 'otc alterations permit', 'complete', '8') ==> ('wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('', '8', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.855
Rule: ('5.0', '8', 'complete') ==> ('', 'otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.855
Rule: ('5.0', '', 'complete', 'otc alterations permit') ==> ('8', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.855
Rule: ('5.0', '', 'complete', '8') ==> ('otc alterations permit', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.855
Rule: ('5.0', 'otc alterations permit', 'complete', '8') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('5.0', '', '8', 'complete', 'otc alterations permit') ==> ('wood frame (5)', 'St')	 , confidence: 0.584,lift: 1.631
Rule: ('otc alterations permit', '2.0', 'St') ==> ('complete',)	 , confidence: 0.584,lift: 1.197
Rule: ('8', '2.0', 'St') ==> ('complete',)	 , confidence: 0.584,lift: 1.197
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', 'complete')	 , confidence: 0.584,lift: 1.197
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('complete',)	 , confidence: 0.584,lift: 1.197
Rule: ('otc alterations permit', '2.0', 'St') ==> ('8', 'complete')	 , confidence: 0.584,lift: 1.284
Rule: ('8', '2.0', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.584,lift: 1.284
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('complete',)	 , confidence: 0.584,lift: 1.197
Rule: ('8', '2.0', 'St') ==> ('', 'complete')	 , confidence: 0.584,lift: 1.197
Rule: ('', '8', '2.0', 'St') ==> ('complete',)	 , confidence: 0.584,lift: 1.197
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', '8', 'complete')	 , confidence: 0.584,lift: 1.284
Rule: ('8', '2.0', 'St') ==> ('', 'otc alterations permit', 'complete')	 , confidence: 0.584,lift: 1.284
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('8', 'complete')	 , confidence: 0.584,lift: 1.284
Rule: ('', '8', '2.0', 'St') ==> ('otc alterations permit', 'complete')	 , confidence: 0.584,lift: 1.284
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('', 'complete')	 , confidence: 0.584,lift: 1.197
Rule: ('', 'otc alterations permit', '2.0', '8', 'St') ==> ('complete',)	 , confidence: 0.584,lift: 1.197
Rule: ('5.0', 'complete') ==> ('wood frame (5)', 'St')	 , confidence: 0.586,lift: 1.637
Rule: ('5.0', 'complete') ==> ('', 'wood frame (5)', 'St')	 , confidence: 0.586,lift: 1.637
Rule: ('5.0', '', 'complete') ==> ('wood frame (5)', 'St')	 , confidence: 0.586,lift: 1.637
Rule: ('5.0', '8') ==> ('wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', 'otc alterations permit') ==> ('wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', 'otc alterations permit') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', '', 'otc alterations permit') ==> ('wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', '8') ==> ('', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', '', '8') ==> ('wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', 'otc alterations permit') ==> ('8', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.791
Rule: ('5.0', '8') ==> ('otc alterations permit', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.791
Rule: ('5.0', 'otc alterations permit', '8') ==> ('wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.685
Rule: ('5.0', 'otc alterations permit') ==> ('', '8', 'wood frame (5)', 'complete')	 , confidence: 0.589,lift: 1.000
